2018-10-10 03:43:41,b'RT @uoftlibraries: This afternoon at 4:10pm we are celebrating the grand opening of the  newly renovated Reflection Room on the 8th floor o\xe2\x80\xa6'
2018-10-10 03:42:48,b'RT @UofT: Do you have what it takes to be a national anthem singer for @Varsity_Blues games this year? Show us what you got #UofT! \xf0\x9f\x97\xa3 https:\xe2\x80\xa6'
2018-10-10 03:24:36,"b'RT @UofT: #UofT researchers, such as @ReneeHlozek have received almost $35 million in @NSERC_CRSNG funding, from research funding programs\xe2\x80\xa6'"
2018-10-10 02:59:52,b'BEST NEW BOOK! \nhttps://t.co/ptgR4asaHd\n#ET #HappeningNow #facethenation #foxreport #thedailyshow #thisweek\xe2\x80\xa6 https://t.co/0Kvl3xHuh4'
2018-10-10 02:54:26,b'RT @sarah_crome: Congrats Laura and David! #UofT @pmcancercentre https://t.co/rqFwzSjZJT'
